=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.06.14 12:11:59 =~=~=~=~=~=~=~=~=~=~=~=
0.008,89.22
0.518,89.19
1.029,89.16
1.539,89.13
2.049,89.13
2.558,89.11
3.068,89.11
3.578,89.07
4.089,89.07
4.599,89.05
5.109,89.02
5.619,89.00
6.129,88.99
6.639,88.99
7.150,88.97
7.660,88.95
8.170,88.94
8.680,88.91
9.190,88.89
9.700,88.88
10.211,88.88
10.721,88.83
11.231,88.83
11.741,88.81
12.251,88.78
12.762,88.75
13.272,88.75
13.782,88.75
14.291,88.72
14.801,88.72
15.312,88.67
15.822,88.67
16.332,88.66
16.842,88.62
17.353,88.62
17.863,88.59
18.373,88.58
18.883,88.56
19.393,88.55
19.904,88.53
20.414,88.51
20.924,88.48
21.434,88.48
21.944,88.45
22.455,88.45
22.965,88.45
23.475,88.42
23.985,88.42
24.495,88.37
25.006,88.33
25.516,88.33
26.025,88.30
26.535,88.30
27.045,88.27
27.556,88.25
28.066,88.24
28.576,88.20
29.086,88.17
29.596,88.17
30.107,88.14
30.617,88.14
31.127,88.11
31.637,88.10
32.148,88.08
32.658,88.05
33.168,88.02
33.678,88.00
34.188,87.97
34.699,87.97
35.209,87.93
35.719,87.91
36.229,87.90
36.739,87.87
37.250,87.84
37.760,87.84
38.269,87.82
38.779,87.79
39.289,87.79
39.800,87.79
40.310,87.76
40.820,87.73
41.330,87.70
41.840,87.70
42.351,87.68
42.861,87.68
43.371,87.67
43.881,87.67
44.391,87.64
44.902,87.62
45.412,87.61
45.922,87.56
46.432,87.59
46.942,87.53
47.453,87.53
47.963,87.52
48.473,87.50
48.983,87.49
49.492,87.46
50.003,87.44
50.513,87.43
51.023,87.41
51.533,87.38
52.043,87.38
52.554,87.34
53.064,87.37
53.574,87.32
54.084,87.31
54.594,87.29
55.105,87.26
55.615,87.25
56.125,87.23
56.635,87.22
57.146,87.19
57.656,87.19
58.166,87.19
58.676,87.17
59.186,87.14
59.697,87.13
60.207,87.10
60.717,87.10
61.227,87.08
61.736,87.05
62.247,87.05
62.757,87.02
63.267,87.02
63.777,87.01
64.287,86.99
64.798,86.98
65.308,86.95
65.818,86.93
66.328,86.92
66.838,86.90
67.349,86.89
67.859,86.86
68.369,86.86
68.879,86.86
69.390,86.83
69.900,86.83
70.410,86.81
70.920,86.78
71.430,86.78
71.941,86.74
72.451,86.74
72.961,86.72
73.470,86.69
73.980,86.71
74.491,86.69
75.001,86.68
75.511,86.66
76.021,86.64
76.531,86.62
77.042,86.62
77.552,86.61
78.062,86.62
78.572,86.58
79.082,86.56
79.593,86.55
80.103,86.52
80.613,86.52
81.123,86.50
81.633,86.49
82.144,86.49
82.654,86.44
83.164,86.44
83.674,86.43
84.185,86.40
84.695,86.40
85.204,86.39
85.714,86.36
86.224,86.36
86.735,86.36
87.245,86.31
87.755,86.30
88.265,86.30
88.775,86.28
89.286,86.27
89.796,86.27
90.306,86.23
90.816,86.23
91.326,86.21
91.837,86.20
92.347,86.18
92.857,86.17
93.367,86.15
93.877,86.15
94.388,86.11
94.898,86.12
95.408,86.08
95.918,86.08
96.429,86.07
96.939,86.05
97.448,86.02
97.958,86.02
98.468,86.02
98.979,86.01
99.489,85.96
99.999,85.98
100.509,85.95
101.019,85.92
101.530,85.91
102.040,85.91
102.550,85.88
103.060,85.86
103.571,85.86
104.081,85.83
104.591,85.82
105.101,85.81
105.612,85.81
106.122,85.76
106.632,85.76
107.142,85.76
107.653,85.75
108.163,85.75
108.673,85.71
109.182,85.68
109.693,85.68
110.203,85.66
110.713,85.65
111.223,85.65
111.734,85.62
112.244,85.62
112.754,85.58
113.264,85.58
113.775,85.56
114.285,85.55
114.795,85.55
115.305,85.53
115.816,85.51
116.326,85.49
116.836,85.48
117.346,85.46
117.857,85.43
118.367,85.42
118.877,85.41
119.387,85.38
119.898,85.38
120.408,85.38
120.918,85.32
121.427,85.34
121.938,85.32
122.448,85.31
122.958,85.28
123.468,85.25
123.979,85.26
124.489,85.24
124.999,85.22
125.509,85.22
126.020,85.18
126.530,85.18
127.040,85.17
127.550,85.14
128.061,85.14
128.571,85.12
129.081,85.10
129.591,85.08
130.102,85.07
130.612,85.05
131.122,85.01
131.632,85.03
132.143,85.00
132.653,84.98
133.163,84.98
133.672,84.96
134.183,84.93
134.693,84.96
135.203,84.90
135.713,84.90
136.224,84.89
136.734,84.86
137.244,84.87
137.754,84.82
138.265,84.82
138.775,84.82
139.285,84.77
139.795,84.77
140.306,84.75
140.816,84.73
141.326,84.73
141.837,84.70
142.347,84.68
142.857,84.66
143.367,84.63
143.878,84.63
144.388,84.61
144.898,84.58
145.408,84.57
145.918,84.55
146.428,84.54
146.938,84.51
147.448,84.50
147.959,84.48
148.469,84.46
148.979,84.44
149.489,84.44
150.000,84.43
150.510,84.40
151.020,84.40
151.530,84.39
152.040,84.36
152.551,84.34
153.061,84.34
153.571,84.33
154.081,84.30
154.592,84.30
155.102,84.29
155.612,84.26
156.122,84.25
156.633,84.24
157.143,84.22
157.652,84.22
158.162,84.19
158.673,84.21
159.183,84.18
159.693,84.15
160.203,84.17
160.714,84.15
161.224,84.14
161.734,84.11
162.244,84.11
162.755,84.10
163.265,84.07
163.775,84.07
164.285,84.06
164.796,84.06
165.306,84.03
165.816,84.00
166.326,84.00
166.837,83.98
167.347,83.96
